date,new_confirmed,new_confirmed_smooth
2021-09-29,121880,108488.85714285714
2021-09-30,110147,107143.28571428571
2021-10-01,154832,105238.0
2021-10-02,49796,102716.42857142857
2021-10-03,46238,101412.0
2021-10-04,140564,100120.71428571429
2021-10-05,95558,96653.42857142857
2021-10-06,112749,95308.28571428571
2021-10-07,101108,94562.71428571429
2021-10-08,130561,87745.57142857143
2021-10-09,40380,89952.28571428571
2021-10-10,41019,89319.14285714286
2021-10-11,92844,87187.14285714286
2021-10-12,111005,84071.42857142857
2021-10-13,108317,84215.71428571429
2021-10-14,86184,83097.42857142857
2021-10-15,108751,83638.42857142857
2021-10-16,41390,79584.85714285714
2021-10-17,33191,77287.14285714286
2021-10-18,96631,76022.57142857143
2021-10-19,82630,74186.57142857143
2021-10-20,92233,73178.14285714286
2021-10-21,77332,71432.42857142857
2021-10-22,95899,73267.0
2021-10-23,34331,71129.28571428571
2021-10-24,20971,72591.28571428571
2021-10-25,109473,72195.0
2021-10-26,67666,72026.14285714286
2021-10-27,102467,72313.0
2021-10-28,74558,74178.71428571429
2021-10-29,94717,74231.14285714286
2021-10-30,36339,74577.85714285714
2021-10-31,34031,72327.57142857143
2021-11-01,109840,73281.0
2021-11-02,70093,73620.0
2021-11-03,86715,73756.42857142857
2021-11-04,81232,74465.14285714286
2021-11-05,97090,74106.57142857143
2021-11-06,37294,75521.57142857143
2021-11-07,38992,76724.28571428571
2021-11-08,107330,73359.14285714286
2021-11-09,79998,80077.85714285714
2021-11-10,95134,81349.14285714286
2021-11-11,57676,80622.0
2021-11-12,144121,84011.57142857143
2021-11-13,46193,85152.0
2021-11-14,33902,87619.42857142857
2021-11-15,131057,94891.85714285714
2021-11-16,87981,92341.85714285714
2021-11-17,112406,92493.71428571429
2021-11-18,108583,93583.28571428571
2021-11-19,126271,94988.85714285714
2021-11-20,47256,95523.28571428571
2021-11-21,41529,95404.0
2021-11-22,140896,85186.0
2021-11-23,91722,74960.57142857143
2021-11-24,111571,72276.42857142857
